Source,Target,Type,Id,Label,timeset,Weight,app,ht,lang,join_date
536,24,Directed,1170,,,2,Twitter for Android,rosavientos,es,2013-05-01
537,4,Directed,1171,,,1,Twitter Web App,None,es,2010-06-25
537,23,Directed,1172,,,1,Twitter Web App,None,es,2010-06-25
537,603,Directed,1173,,,1,Twitter Web App,25Jun,es,2010-06-25
539,248,Directed,1174,,,2,dlvr.it,None,es,2015-09-29
539,559,Directed,1175,,,1,dlvr.it,None,es,2015-09-29
540,7,Directed,1176,,,1,Twitter Web App,None,es,2011-08-31
540,23,Directed,1177,,,1,Twitter Web App,None,es,2011-08-31
540,63,Directed,1178,,,1,Twitter Web App,None,es,2011-08-31
546,376,Directed,1179,,,2,Twitter Web App,None,es,2018-10-21
547,5,Directed,1180,,,3,Twitter Web App,extraterrestre,es,2014-11-27
550,9,Directed,1181,,,1,Twitter Web App,OVNI,fr,2020-08-06
550,17,Directed,1182,,,1,Twitter Web App,None,fr,2020-08-06
550,322,Directed,1183,,,1,Twitter Web App,None,fr,2020-08-06
551,5,Directed,1184,,,1,Twitter for Android,extraterrestre,es,2014-02-27
551,13,Directed,1185,,,2,Twitter Web App,None,es,2014-02-27
552,38,Directed,1186,,,2,Twitter for iPhone,ovni,es,2019-10-18
552,168,Directed,1187,,,1,Twitter for iPhone,None,es,2019-10-18
553,38,Directed,1188,,,3,Twitter for Android,ovni,es,2020-07-21
560,50,Directed,1189,,,1,Twitter Web App,None,es,2015-01-20
560,329,Directed,1190,,,1,Twitter Web App,Ufo,es,2015-01-20
560,734,Directed,1191,,,1,Twitter Web App,uap,es,2015-01-20
562,13,Directed,1192,,,2,Twitter for Android,None,es,2021-01-12
562,38,Directed,1193,,,1,Twitter for Android,ovni,es,2021-01-12
563,7,Directed,1194,,,1,Twitter for Android,None,es,2017-05-12
563,15,Directed,1195,,,1,Twitter for Android,OVNI,es,2017-05-12
563,16,Directed,1196,,,1,Twitter for Android,ufo,es,2017-05-12
564,5,Directed,1197,,,1,Twitter for Android,extraterrestre,es,2010-11-12
564,101,Directed,1198,,,1,Twitter for Android,ufotwitter,en,2010-11-12
564,339,Directed,1199,,,1,Twitter for Android,None,es,2010-11-12
565,0,Directed,1200,,,1,Twitter Web App,None,pt,2017-06-26
565,955,Directed,1201,,,1,Twitter Web App,None,es,2017-06-26
565,1319,Directed,1202,,,1,Twitter Web App,None,es,2017-06-26
567,2,Directed,1203,,,2,Twitter for Android,None,es,2018-02-23
567,329,Directed,1204,,,1,Twitter for Android,QuedateEnCasa,es,2018-02-23
568,75,Directed,1205,,,1,Twitter Web App,ufo,es,2020-05-12
568,105,Directed,1206,,,1,Twitter Web App,Ovni,es,2020-05-12
568,305,Directed,1207,,,1,Twitter Web App,Marte,es,2020-05-12
569,353,Directed,1208,,,1,Twitter for iPhone,TwitterEnY,fr,2021-02-06
569,481,Directed,1209,,,1,Twitter for iPhone,None,fr,2021-02-06
569,3808,Directed,1210,,,1,Twitter for iPhone,TwitterEnY,fr,2021-02-06
571,2,Directed,1211,,,1,Twitter for Android,None,es,2009-12-29
571,182,Directed,1212,,,1,Twitter for Android,ovni,es,2009-12-29
571,1059,Directed,1213,,,1,Twitter for Android,ovni,es,2009-12-29
572,163,Directed,1214,,,3,Twitter for Android,Illinois,es,2020-03-24
574,10,Directed,1215,,,1,Twitter for Android,None,es,2011-08-16
574,16,Directed,1216,,,1,Twitter for Android,ufo,es,2011-08-16
574,55,Directed,1217,,,1,Twitter for Android,ovni,es,2011-08-16
